No.,Time,Source,Destination,Protocol,Length,Info,TTL,Flags,DSCP,LEN
174,7.299670987,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=96277 Win=212864 Len=0 TSval=1495228237 TSecr=4109514168,64,0x2,0x00,52
175,7.303264803,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
176,7.303382461,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=99173 Win=218624 Len=0 TSval=1495228240 TSecr=4109514171,64,0x2,0x00,52
177,7.305930023,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
178,7.306048785,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=102069 Win=224384 Len=0 TSval=1495228243 TSecr=4109514174,64,0x2,0x00,52
179,7.307858469,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
180,7.307881418,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=104965 Win=230144 Len=0 TSval=1495228245 TSecr=4109514177,64,0x2,0x00,52
181,7.310580858,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
182,7.310599751,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=107861 Win=236032 Len=0 TSval=1495228248 TSecr=4109514180,64,0x2,0x00,52
183,7.313683641,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
184,7.313741472,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=110757 Win=241792 Len=0 TSval=1495228251 TSecr=4109514183,64,0x2,0x00,52
185,7.315805222,159.124.21.96,192.168.1.93,TLSv1.3,1514,Continuation Data,45,0x2,0x00,1500
186,7.315860657,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=112205 Win=244736 Len=0 TSval=1495228253 TSecr=4109514186,64,0x2,0x00,52
187,7.317677954,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
188,7.317735908,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=115101 Win=250496 Len=0 TSval=1495228255 TSecr=4109514187,64,0x2,0x00,52
189,7.321733231,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
